transaction_id,account_id,customer_id,timestamp,amount,merchant_category,channel,state,device_id,is_new_device,is_fraud,fraud_type
TXN00000034,ACC0005981,CUST003068,2026-04-17 11:24:58,74.3,entertainment,card,GA,DEV003879,0,0,none
TXN00000035,ACC0000814,CUST000158,2026-01-17 00:54:20,29.64,grocery,online,AZ,DEV004094,0,0,none
TXN00000036,ACC0006756,CUST004292,2026-04-02 21:45:14,15.19,grocery,mobile,CA,DEV000520,0,0,none
TXN00000037,ACC0004077,CUST003992,2026-02-18 17:58:09,8.81,gas_station,online,VA,DEV004970,0,0,none
TXN00000038,ACC0003929,CUST002619,2026-01-04 03:15:41,29.19,restaurant,ach,NC,DEV004285,0,0,none
TXN00000039,ACC0006401,CUST002705,2026-01-15 23:20:27,7.82,entertainment,online,CA,DEV002745,0,0,none
TXN00000040,ACC0001479,CUST003099,2026-01-02 12:54:41,128.72,healthcare,mobile,TX,DEV000415,0,0,none
TXN00000041,ACC0007266,CUST004602,2026-03-26 02:17:53,12.84,grocery,card,CA,DEV002847,0,0,none
TXN00000042,ACC0001356,CUST001301,2026-01-03 15:47:47,34.21,utilities,card,AZ,DEV002498,0,0,none
TXN00000043,ACC0005562,CUST002666,2026-01-06 14:52:25,53.83,utilities,online,NC,DEV006346,0,0,none
TXN00000044,ACC0006341,CUST001740,2026-04-23 00:54:13,32.91,electronics,card,TX,DEV007223,0,0,none
TXN00000045,ACC0004897,CUST002995,2026-01-21 17:23:45,27.37,entertainment,card,TX,DEV005552,0,0,none
TXN00000046,ACC0000655,CUST004582,2026-03-25 15:22:00,99.98,utilities,online,CA,DEV002288,0,0,none
TXN00000047,ACC0005193,CUST000475,2026-03-13 15:55:13,26.55,gas_station,card,AZ,DEV002037,0,0,none
TXN00000048,ACC0004097,CUST004822,2026-03-14 04:37:47,243.68,entertainment,card,IL,DEV005823,0,0,none
TXN00000049,ACC0007434,CUST000788,2026-06-26 12:17:17,85.63,online_retail,online,CA,DEV004296,0,0,none
TXN00000050,ACC0001526,CUST000820,2026-03-14 22:24:46,26.24,healthcare,mobile,NY,DEV004008,0,0,none
TXN00000051,ACC0001649,CUST003256,2026-05-10 00:06:07,19.91,gas_station,wire,AZ,DEV007627,0,0,none
TXN00000052,ACC0002260,CUST000940,2026-06-28 20:09:07,79.28,gas_station,card,TX,DEV004528,0,0,none
TXN00000053,ACC0006287,CUST000390,2026-05-02 06:32:05,5.96,grocery,online,SC,DEV003339,0,0,none
TXN00000054,ACC0007329,CUST001754,2026-02-07 22:44:41,3845.85,utilities,mobile,FL,DEV009691,1,1,account_takeover
TXN00000055,ACC0007261,CUST002750,2026-06-29 13:01:33,101.72,healthcare,online,SC,DEV000577,0,0,none
TXN00000056,ACC0002075,CUST002666,2026-03-01 11:36:14,6.83,online_retail,card,GA,DEV004294,0,0,none
TXN00000057,ACC0005356,CUST000117,2026-04-09 14:22:59,34.66,travel,card,CA,DEV002580,0,0,none
TXN00000058,ACC0005127,CUST001163,2026-03-16 00:45:41,20.4,electronics,card,SC,DEV001067,0,0,none
TXN00000059,ACC0002380,CUST000381,2026-06-21 23:31:48,480.23,gas_station,mobile,IL,DEV003050,0,0,none
TXN00000060,ACC0005756,CUST003357,2026-02-10 04:32:04,20.66,online_retail,card,VA,DEV005855,0,0,none
TXN00000061,ACC0002673,CUST001586,2026-05-13 11:56:26,437.78,restaurant,online,GA,DEV000731,0,1,velocity_fraud
TXN00000062,ACC0002162,CUST000657,2026-02-17 14:41:43,127.92,online_retail,mobile,GA,DEV002102,0,0,none
TXN00000063,ACC0002584,CUST001483,2026-05-25 00:49:21,42.28,grocery,online,VA,DEV000071,0,0,none
TXN00000064,ACC0001100,CUST000384,2026-04-27 10:14:07,22.47,healthcare,card,NY,DEV003200,0,0,none
TXN00000065,ACC0002998,CUST002804,2026-06-13 17:49:32,43.55,utilities,online,AZ,DEV002919,0,0,none
TXN00000066,ACC0005792,CUST002999,2026-05-03 09:38:31,3.63,healthcare,online,TX,DEV004311,0,0,none
TXN00000067,ACC0004403,CUST001665,2026-04-15 23:28:45,11.03,gas_station,online,VA,DEV001924,0,0,none
TXN00000068,ACC0003403,CUST003926,2026-02-06 19:31:17,117.76,entertainment,card,NY,DEV002733,0,0,none
TXN00000069,ACC0006261,CUST002952,2026-04-09 14:07:36,60.91,restaurant,online,NY,DEV000474,0,0,none
TXN00000070,ACC0002160,CUST002363,2026-06-16 14:02:02,15.32,gas_station,card,IL,DEV004411,0,0,none
TXN00000071,ACC0001405,CUST001764,2026-05-16 08:09:53,45.77,restaurant,ach,FL,DEV000645,0,0,none
TXN00000072,ACC0001588,CUST000090,2026-02-12 07:11:17,27.52,healthcare,card,NY,DEV003690,0,0,none
TXN00000073,ACC0003284,CUST002109,2026-02-03 05:20:06,148.49,travel,card,NY,DEV006083,0,0,none
TXN00000074,ACC0007378,CUST004067,2026-01-16 02:33:35,68.51,electronics,card,VA,DEV005475,0,0,none
TXN00000075,ACC0004151,CUST001712,2026-02-20 04:16:15,34.11,travel,card,GA,DEV007981,0,0,none
TXN00000076,ACC0004848,CUST002042,2026-02-01 04:55:42,39.34,grocery,ach,AZ,DEV001488,0,0,none
TXN00000077,ACC0006318,CUST001674,2026-04-01 06:30:17,12.19,entertainment,ach,TX,DEV006539,0,0,none
TXN00000078,ACC0003923,CUST003591,2026-05-26 14:13:50,235.21,healthcare,online,CA,DEV002713,0,0,none
TXN00000079,ACC0004292,CUST001608,2026-05-23 02:16:46,3.91,entertainment,mobile,GA,DEV004468,0,0,none
TXN00000080,ACC0000857,CUST003456,2026-03-13 12:37:06,8.63,restaurant,wire,NC,DEV006412,0,0,none
TXN00000081,ACC0002206,CUST004245,2026-02-24 05:46:05,20.03,restaurant,online,AZ,DEV001593,0,0,none
TXN00000082,ACC0006844,CUST001680,2026-06-06 13:58:02,12.01,gas_station,online,FL,DEV005880,0,0,none
TXN00000083,ACC0005557,CUST001673,2026-06-28 04:05:17,41.4,grocery,card,FL,DEV002260,0,0,none
TXN00000084,ACC0002496,CUST002977,2026-03-03 05:22:20,14.53,healthcare,ach,NC,DEV005869,0,0,none
TXN00000085,ACC0004500,CUST000242,2026-01-21 23:20:53,105.09,travel,card,VA,DEV003922,0,0,none
TXN00000086,ACC0005931,CUST000795,2026-03-08 09:54:46,26.98,restaurant,card,TX,DEV007549,0,0,none
TXN00000087,ACC0000401,CUST003670,2026-05-18 12:22:13,80.02,entertainment,ach,NC,DEV006975,0,0,none
TXN00000088,ACC0006791,CUST000189,2026-03-02 16:55:38,30.02,travel,mobile,AZ,DEV000208,0,0,none
TXN00000089,ACC0002046,CUST003127,2026-05-26 20:30:58,23.18,grocery,card,AZ,DEV006233,0,0,none
TXN00000090,ACC0001544,CUST003848,2026-02-14 11:28:26,75.65,online_retail,wire,FL,DEV004221,0,0,none
TXN00000091,ACC0006769,CUST003229,2026-03-19 17:18:25,142.18,gas_station,online,GA,DEV003512,0,0,none
TXN00000092,ACC0007335,CUST004437,2026-06-12 05:58:36,35.97,travel,online,VA,DEV002617,0,0,none
TXN00000093,ACC0001253,CUST004686,2026-02-28 22:23:52,39.09,gas_station,card,GA,DEV006614,0,0,none
TXN00000094,ACC0006707,CUST004102,2026-02-20 05:49:55,1.49,online_retail,mobile,VA,DEV006867,0,0,none
TXN00000095,ACC0004117,CUST000578,2026-01-08 21:21:02,1459.67,travel,online,NY,DEV009960,1,1,account_takeover
TXN00000096,ACC0004246,CUST002982,2026-02-12 09:07:32,23.1,utilities,card,FL,DEV004601,0,0,none
TXN00000097,ACC0003535,CUST001958,2026-06-19 05:38:43,60.95,travel,card,TX,DEV001097,0,0,none
TXN00000098,ACC0005433,CUST000697,2026-04-25 23:01:08,34.09,entertainment,online,FL,DEV005632,0,0,none
TXN00000099,ACC0004442,CUST001920,2026-06-24 15:50:58,240.46,grocery,card,AZ,DEV004359,0,0,none
TXN00000100,ACC0002081,CUST004409,2026-01-06 14:59:52,16.36,online_retail,mobile,GA,DEV003305,0,0,none
TXN00000101,ACC0000979,CUST000840,2026-04-23 06:55:56,31.88,grocery,wire,GA,DEV001498,0,0,none
TXN00000102,ACC0005428,CUST002101,2026-04-18 04:36:52,199.68,grocery,online,AZ,DEV000800,0,0,none
TXN00000103,ACC0002728,CUST002759,2026-03-19 16:09:03,98.41,travel,online,IL,DEV003150,0,0,none
TXN00000104,ACC0003234,CUST004218,2026-03-24 14:45:46,18.29,travel,online,GA,DEV001583,0,0,none
TXN00000105,ACC0007255,CUST000957,2026-06-29 13:57:50,9.44,entertainment,mobile,NY,DEV007538,0,0,none
TXN00000106,ACC0002442,CUST001002,2026-04-05 12:04:18,26.39,travel,online,AZ,DEV006942,0,0,none
TXN00000107,ACC0000677,CUST001737,2026-01-08 13:40:56,16.42,utilities,card,AZ,DEV005633,0,0,none
TXN00000108,ACC0005227,CUST003751,2026-05-18 06:17:19,143.49,electronics,online,NC,DEV000873,0,0,none
TXN00000109,ACC0006076,CUST004012,2026-02-07 13:06:12,21.8,utilities,card,NY,DEV007318,0,0,none
TXN00000110,ACC0002874,CUST001853,2026-02-24 04:40:02,147.15,entertainment,card,FL,DEV006942,0,0,none
TXN00000111,ACC0006506,CUST001473,2026-05-20 16:22:26,95.02,entertainment,card,SC,DEV003832,0,0,none
TXN00000112,ACC0005284,CUST001783,2026-04-13 03:58:41,308.74,healthcare,card,NY,DEV004721,0,0,none
TXN00000113,ACC0001715,CUST004189,2026-03-29 10:54:22,16.6,grocery,ach,GA,DEV001879,0,0,none
TXN00000114,ACC0006387,CUST002301,2026-01-11 12:08:11,37.42,utilities,ach,TX,DEV001029,0,0,none
TXN00000115,ACC0003835,CUST003199,2026-04-25 14:40:34,12.34,grocery,online,SC,DEV004203,0,0,none
TXN00000116,ACC0002032,CUST002042,2026-03-04 02:19:59,8.99,utilities,card,AZ,DEV006492,0,0,none
TXN00000117,ACC0005056,CUST002789,2026-01-28 23:05:50,18.48,gas_station,card,GA,DEV006106,0,0,none
TXN00000118,ACC0001549,CUST000282,2026-01-15 23:37:57,110.32,restaurant,card,AZ,DEV005885,0,0,none
TXN00000119,ACC0002573,CUST000967,2026-02-03 18:12:10,92.46,healthcare,mobile,GA,DEV005504,0,0,none
TXN00000120,ACC0002403,CUST000645,2026-05-03 01:25:56,102.44,travel,mobile,NC,DEV005059,0,0,none
TXN00000121,ACC0001697,CUST000658,2026-03-16 08:14:47,10.74,utilities,card,VA,DEV002443,0,0,none
TXN00000122,ACC0003179,CUST001162,2026-04-22 19:28:21,80.51,entertainment,ach,CA,DEV007989,0,0,none
TXN00000123,ACC0007404,CUST003710,2026-01-25 22:05:42,69.02,utilities,card,SC,DEV005522,0,0,none
TXN00000124,ACC0005464,CUST002664,2026-03-07 21:58:41,26.2,travel,online,FL,DEV004135,0,0,none
TXN00000125,ACC0004942,CUST004627,2026-04-08 09:46:40,19.85,gas_station,online,NY,DEV000850,0,0,none
TXN00000126,ACC0003282,CUST001408,2026-01-04 02:08:04,53.12,electronics,card,CA,DEV006868,0,0,none
TXN00000127,ACC0004836,CUST000385,2026-03-05 06:30:47,13.05,online_retail,card,FL,DEV002177,0,0,none
TXN00000128,ACC0005202,CUST004688,2026-01-30 13:12:02,20.82,healthcare,ach,GA,DEV000220,0,0,none
TXN00000129,ACC0001352,CUST004325,2026-05-09 15:15:24,8.73,online_retail,card,VA,DEV001361,0,0,none
TXN00000130,ACC0007466,CUST001214,2026-01-11 02:24:31,38.73,travel,online,NC,DEV000990,0,0,none
TXN00000131,ACC0001166,CUST002646,2026-04-07 16:47:00,64.07,online_retail,card,CA,DEV002422,0,0,none
TXN00000132,ACC0001753,CUST004293,2026-01-25 05:05:55,30.25,gas_station,online,GA,DEV000777,0,0,none
TXN00000133,ACC0002871,CUST003416,2026-01-15 21:43:41,7.28,online_retail,ach,SC,DEV006902,0,0,none
TXN00000134,ACC0005689,CUST002805,2026-04-02 09:27:20,196.24,grocery,wire,VA,DEV004739,0,0,none
TXN00000135,ACC0001173,CUST003176,2026-06-01 04:48:06,16.8,online_retail,wire,IL,DEV002979,0,0,none
TXN00000136,ACC0003576,CUST003858,2026-05-22 11:41:28,29.42,online_retail,online,TX,DEV000342,0,0,none
TXN00000137,ACC0006930,CUST001385,2026-03-28 11:17:44,16.19,gas_station,mobile,CA,DEV004883,0,0,none
TXN00000138,ACC0003137,CUST003060,2026-05-17 10:18:51,18.26,restaurant,mobile,SC,DEV003107,0,0,none
TXN00000139,ACC0006632,CUST003103,2026-04-13 16:06:38,43.92,travel,card,TX,DEV005458,0,0,none
TXN00000140,ACC0004513,CUST001950,2026-04-18 05:46:43,56.61,entertainment,ach,CA,DEV002343,0,0,none
TXN00000141,ACC0006063,CUST000149,2026-04-27 12:55:49,204.35,electronics,wire,SC,DEV003945,0,0,none
TXN00000142,ACC0000887,CUST000907,2026-05-18 12:12:21,22.81,entertainment,card,AZ,DEV001194,0,0,none
TXN00000143,ACC0002966,CUST000404,2026-03-29 07:52:21,52.12,healthcare,online,IL,DEV001776,0,0,none
TXN00000144,ACC0002366,CUST004988,2026-05-24 13:57:54,14.81,grocery,wire,NC,DEV001948,0,0,none
TXN00000145,ACC0003113,CUST002096,2026-06-27 11:12:03,14.09,travel,wire,IL,DEV005550,0,0,none
TXN00000146,ACC0002055,CUST001235,2026-01-05 12:37:31,32.72,utilities,ach,FL,DEV003131,0,0,none
TXN00000147,ACC0002920,CUST001828,2026-01-20 05:32:59,27.48,entertainment,card,AZ,DEV000561,0,0,none
TXN00000148,ACC0004579,CUST001007,2026-05-23 20:29:20,143.67,electronics,online,NY,DEV005756,0,0,none
TXN00000149,ACC0003516,CUST004235,2026-06-18 19:41:38,40.75,grocery,card,VA,DEV001825,0,0,none
TXN00000150,ACC0001688,CUST001571,2026-02-12 15:44:34,54.11,healthcare,mobile,IL,DEV004153,0,0,none
TXN00000151,ACC0001865,CUST001584,2026-06-03 09:29:26,20.26,grocery,card,TX,DEV007698,0,0,none
TXN00000152,ACC0000356,CUST000366,2026-05-22 13:05:03,86.51,travel,mobile,NC,DEV001623,0,0,none
TXN00000153,ACC0000011,CUST004824,2026-05-27 19:34:28,87.8,restaurant,card,FL,DEV007519,0,0,none
TXN00000154,ACC0000305,CUST000258,2026-03-27 14:03:14,13.38,grocery,online,AZ,DEV000334,0,0,none
TXN00000155,ACC0002034,CUST004439,2026-01-15 05:50:18,77.63,gas_station,card,FL,DEV003218,0,0,none
TXN00000156,ACC0005810,CUST000671,2026-01-05 04:34:53,71.47,healthcare,card,TX,DEV002025,0,0,none
TXN00000157,ACC0007233,CUST002620,2026-06-09 21:04:01,52.28,online_retail,mobile,FL,DEV004382,0,0,none
TXN00000158,ACC0005129,CUST002325,2026-05-11 20:40:57,11.01,gas_station,card,GA,DEV004307,0,0,none
TXN00000159,ACC0001481,CUST004255,2026-04-30 05:21:56,27.26,travel,mobile,NC,DEV006791,0,0,none
TXN00000160,ACC0006372,CUST004935,2026-01-28 23:14:20,29.17,electronics,ach,IL,DEV005114,0,0,none
TXN00000161,ACC0001138,CUST004126,2026-05-26 12:53:59,8.02,utilities,card,GA,DEV002735,0,0,none
TXN00000162,ACC0005079,CUST002301,2026-03-16 13:36:26,22.33,electronics,card,NC,DEV006129,0,0,none
TXN00000163,ACC0000751,CUST001416,2026-05-29 23:04:22,25.48,healthcare,wire,FL,DEV002549,0,0,none
TXN00000164,ACC0000392,CUST004893,2026-05-22 17:47:00,21.12,restaurant,mobile,NC,DEV002689,0,0,none
TXN00000165,ACC0002542,CUST002774,2026-03-01 11:51:08,81.69,healthcare,online,TX,DEV001107,0,0,none
TXN00000166,ACC0005259,CUST000439,2026-03-18 06:43:03,54.01,travel,mobile,AZ,DEV001655,0,0,none
TXN00000167,ACC0004540,CUST000739,2026-05-10 23:46:12,17.81,travel,mobile,NC,DEV003041,0,0,none
TXN00000168,ACC0004103,CUST000466,2026-03-05 13:02:00,23.8,online_retail,wire,FL,DEV007982,0,0,none
TXN00000169,ACC0001174,CUST004219,2026-04-30 06:23:08,16.93,gas_station,ach,VA,DEV004855,0,0,none
TXN00000170,ACC0007214,CUST001766,2026-04-11 23:49:50,29.85,restaurant,card,GA,DEV001464,0,0,none
TXN00000171,ACC0006433,CUST003205,2026-06-12 11:24:05,87.98,travel,card,TX,DEV002225,0,0,none
TXN00000172,ACC0001724,CUST000731,2026-06-29 03:42:31,27.56,restaurant,card,SC,DEV002059,0,0,none
TXN00000173,ACC0006066,CUST004024,2026-03-18 06:57:37,28.39,electronics,ach,CA,DEV003010,0,0,none
TXN00000174,ACC0000584,CUST000185,2026-06-13 05:12:12,59.53,travel,online,CA,DEV006474,0,0,none
TXN00000175,ACC0001491,CUST004887,2026-03-07 08:08:58,16.65,grocery,card,VA,DEV006096,0,0,none
TXN00000176,ACC0006247,CUST002573,2026-06-09 12:42:45,117.27,utilities,online,AZ,DEV005804,0,0,none
TXN00000177,ACC0005735,CUST001973,2026-01-28 09:18:37,190.41,electronics,online,CA,DEV006151,0,0,none
TXN00000178,ACC0003171,CUST001842,2026-04-16 17:03:38,33.25,grocery,card,GA,DEV000618,0,0,none
TXN00000179,ACC0002602,CUST000216,2026-03-30 06:13:11,37.14,utilities,card,SC,DEV002015,0,0,none
TXN00000180,ACC0003525,CUST003902,2026-03-08 19:26:39,117.6,travel,card,SC,DEV002771,0,0,none
TXN00000181,ACC0005942,CUST000908,2026-02-03 10:40:43,61.31,utilities,card,GA,DEV005882,0,0,none
TXN00000182,ACC0005378,CUST001519,2026-03-25 14:17:02,45.51,gas_station,wire,CA,DEV003438,0,0,none
TXN00000183,ACC0004225,CUST001628,2026-03-07 21:03:44,127.82,electronics,card,SC,DEV000088,0,0,none
TXN00000184,ACC0001372,CUST004767,2026-02-25 07:48:53,65.06,gas_station,wire,CA,DEV004380,0,0,none
TXN00000185,ACC0000607,CUST003929,2026-01-01 19:19:12,8.42,online_retail,mobile,CA,DEV006851,0,0,none
TXN00000186,ACC0003383,CUST003428,2026-04-21 00:04:37,44.87,entertainment,online,NY,DEV001298,0,0,none
TXN00000187,ACC0004036,CUST000826,2026-04-07 03:29:31,3.21,travel,card,NY,DEV006974,0,0,none
TXN00000188,ACC0006018,CUST001409,2026-05-18 21:15:12,142.65,utilities,card,NC,DEV002608,0,0,none
TXN00000189,ACC0004155,CUST002998,2026-06-20 21:27:21,33.18,online_retail,online,TX,DEV006549,0,0,none
TXN00000190,ACC0004456,CUST000329,2026-03-14 20:07:04,6.88,utilities,ach,NY,DEV006799,0,0,none
TXN00000191,ACC0001649,CUST003256,2026-03-27 08:44:13,51.18,utilities,mobile,VA,DEV005596,0,0,none
TXN00000192,ACC0006774,CUST000971,2026-04-21 06:07:39,20.11,gas_station,online,TX,DEV007806,0,0,none
TXN00000193,ACC0002488,CUST000554,2026-04-09 06:13:46,19.37,electronics,wire,TX,DEV003645,0,0,none
TXN00000194,ACC0006491,CUST004787,2026-04-19 21:08:42,27.93,restaurant,wire,TX,DEV002543,0,0,none
TXN00000195,ACC0005137,CUST004805,2026-02-01 15:25:53,67.98,electronics,wire,NY,DEV002664,0,0,none
TXN00000196,ACC0002052,CUST000852,2026-05-02 04:16:34,22.95,travel,wire,SC,DEV005787,0,0,none
TXN00000197,ACC0003761,CUST003019,2026-02-26 14:19:50,53.5,utilities,wire,NY,DEV000092,0,0,none
TXN00000198,ACC0005969,CUST002110,2026-04-26 07:28:40,174.5,travel,card,NY,DEV006166,0,0,none
TXN00000199,ACC0000923,CUST004379,2026-06-25 05:07:26,22.27,online_retail,online,VA,DEV003175,0,0,none
TXN00000200,ACC0004772,CUST002323,2026-03-26 23:05:10,45.16,grocery,card,NC,DEV007620,0,0,none
TXN00000201,ACC0002113,CUST003358,2026-06-03 15:01:38,389.24,grocery,mobile,AZ,DEV004374,0,0,none
TXN00000202,ACC0000909,CUST001360,2026-01-09 16:48:28,18.7,electronics,online,SC,DEV007947,0,0,none
TXN00000203,ACC0003587,CUST001474,2026-02-05 06:51:59,39.95,travel,ach,FL,DEV002463,0,0,none
TXN00000204,ACC0001978,CUST001282,2026-05-25 03:53:40,57.52,restaurant,card,NY,DEV005786,0,0,none
TXN00000205,ACC0000949,CUST002640,2026-01-22 15:10:12,11.46,entertainment,wire,VA,DEV001615,0,0,none
TXN00000206,ACC0005654,CUST000598,2026-06-16 07:43:40,44.38,entertainment,mobile,AZ,DEV003203,0,0,none
TXN00000207,ACC0005300,CUST000607,2026-02-18 19:30:32,3532.79,electronics,mobile,FL,DEV009957,1,1,account_takeover
TXN00000208,ACC0006345,CUST003428,2026-06-06 09:25:17,30.64,entertainment,ach,TX,DEV000699,0,0,none
TXN00000209,ACC0004987,CUST000901,2026-06-27 07:52:27,4.73,utilities,mobile,IL,DEV003286,0,0,none
TXN00000210,ACC0001164,CUST003882,2026-04-19 20:12:55,182.34,restaurant,mobile,IL,DEV000540,0,0,none
TXN00000211,ACC0005535,CUST002986,2026-04-08 05:12:42,98.59,grocery,ach,SC,DEV006907,0,0,none
TXN00000212,ACC0005281,CUST000859,2026-01-16 11:46:23,18.69,gas_station,card,SC,DEV003409,0,0,none
TXN00000213,ACC0002851,CUST000638,2026-03-29 15:04:53,41.55,entertainment,mobile,TX,DEV006560,0,0,none
TXN00000214,ACC0002445,CUST001389,2026-02-28 20:13:29,19.25,restaurant,online,GA,DEV006771,0,0,none
TXN00000215,ACC0006829,CUST002991,2026-01-23 19:17:33,81.29,restaurant,online,AZ,DEV005324,0,0,none
TXN00000216,ACC0001377,CUST002499,2026-06-14 15:39:46,75.85,entertainment,card,AZ,DEV005846,0,0,none
TXN00000217,ACC0000935,CUST001559,2026-03-09 23:28:56,16.8,online_retail,mobile,AZ,DEV006965,0,0,none
TXN00000218,ACC0000740,CUST002826,2026-04-27 23:40:12,37.36,grocery,card,CA,DEV006707,0,0,none
TXN00000219,ACC0007296,CUST000812,2026-06-18 17:21:55,20.05,utilities,card,AZ,DEV004071,0,0,none
TXN00000220,ACC0000741,CUST003752,2026-01-27 08:23:36,42.91,gas_station,card,CA,DEV005742,0,0,none
TXN00000221,ACC0002448,CUST002358,2026-04-02 09:51:50,68.95,grocery,online,NY,DEV006634,0,0,none
TXN00000222,ACC0003473,CUST004738,2026-02-04 01:09:14,34.31,online_retail,card,TX,DEV002001,0,0,none
TXN00000223,ACC0006020,CUST003865,2026-02-13 18:11:04,34.96,electronics,card,SC,DEV004247,0,0,none
TXN00000224,ACC0000871,CUST004035,2026-01-19 08:06:11,10.0,grocery,card,VA,DEV002666,0,0,none
TXN00000225,ACC0002659,CUST002505,2026-04-15 23:13:06,29.32,online_retail,card,AZ,DEV006634,0,0,none
TXN00000226,ACC0004546,CUST004123,2026-03-21 12:55:18,58.08,utilities,mobile,NY,DEV003467,0,0,none
TXN00000227,ACC0004834,CUST000948,2026-06-09 16:41:56,7.18,healthcare,card,IL,DEV006618,0,0,none
TXN00000228,ACC0006189,CUST004942,2026-03-20 17:52:07,5.16,restaurant,card,SC,DEV006940,0,0,none
TXN00000229,ACC0000445,CUST000159,2026-03-23 06:00:13,90.16,electronics,online,NC,DEV000111,0,0,none
TXN00000230,ACC0003169,CUST003561,2026-02-20 19:45:43,15.01,restaurant,online,NC,DEV004495,0,0,none
TXN00000231,ACC0006641,CUST000407,2026-05-14 13:52:29,7.17,restaurant,card,AZ,DEV002012,0,0,none
TXN00000232,ACC0004648,CUST001013,2026-01-22 04:03:08,17.33,utilities,wire,CA,DEV004665,0,0,none
TXN00000233,ACC0006910,CUST003775,2026-03-26 17:43:59,39.65,gas_station,card,SC,DEV001585,0,0,none
TXN00000234,ACC0006273,CUST003373,2026-04-23 10:24:28,11.74,online_retail,online,NC,DEV000644,0,0,none
